1 , 56,427 , 0.852563594
2 , 58,321 , 0.813320977
4 , 46,579 , 0.764094147
8 , 45,136 , 0.775785267
16 , 46,813 , 0.773452617
32 , 51,425 , 0.805055130
64 , 47,011 , 0.849947747
128 , 49,468 , 0.836530346
