1 , 66,465 , 1.466180107
2 , 44,824 , 1.380777138
4 , 43,601 , 1.365555538
8 , 43,272 , 1.351159540
16 , 49,530 , 1.471946143
32 , 47,005 , 1.408181756
64 , 43,743 , 1.383173978
128 , 48,002 , 1.432857905
