1 , 63,094 , 0.498542065
2 , 84,297 , 0.571587571
4 , 87,126 , 0.531701234
8 , 58,267 , 0.539688837
16 , 45,561 , 0.490340890
32 , 86,516 , 0.616664016
64 , 78,921 , 0.527942552
128 , 50,355 , 0.450613257
